Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,chip_antibody,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,STRAIN,Tissue,chip_antibody_vendor
SRR1653856,ChIP-Seq,51,417682656,PRJNA267541,SAMN03196793,272527711,Monocytes,GEO,anti-H3K27ac,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX760576,GSM1545991,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545991,Monocytes,SRP049941,C57BL/6,Bone marrow,Abcam
SRR1653858,ChIP-Seq,50,124957700,PRJNA267541,SAMN03196753,133658227,Monocytes,GEO,anti-H3K4me1,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760577,GSM1545992,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545992,Monocytes,SRP049941,C57BL/6,Bone marrow,
SRR1653862,ChIP-Seq,60,230694240,PRJNA267541,SAMN03196796,104515678,Monocytes,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760578,GSM1545993,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545993,Monocytes,SRP049941,C57BL/6,Bone marrow,Abcam
SRR1653871,ChIP-Seq,60,408624300,PRJNA267541,SAMN03196780,187306182,Neutrophils,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760581,GSM1545996,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545996,Neutrophils,SRP049941,C57BL/6,Bone marrow,Abcam
SRR1653873,ChIP-Seq,60,812760840,PRJNA267541,SAMN03196813,366930959,Neutrophils,GEO,anti-H3K4me1,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX760582,GSM1545997,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545997,Neutrophils,SRP049941,C57BL/6,Bone marrow,
SRR1653875,ChIP-Seq,60,766002060,PRJNA267541,SAMN03196832,345070299,Neutrophils,GEO,anti-H3K27ac,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760583,GSM1545998,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545998,Neutrophils,SRP049941,C57BL/6,Bone marrow,Abcam
SRR1653877,ChIP-Seq,50,577395100,PRJNA267541,SAMN03196760,598646182,Neutrophils,GEO,anti-H3K4me2,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760584,GSM1545999,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545999,Neutrophils,SRP049941,C57BL/6,Bone marrow,Abcam
SRR1653879,ChIP-Seq,50,134919050,PRJNA267541,SAMN03196767,59397488,Spleen red pulp macrophages,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760586,GSM1546001,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546001,Spleen red pulp macrophages,SRP049941,C57BL/6,Spleen,Abcam
SRR1653881,ChIP-Seq,60,133304700,PRJNA267541,SAMN03196767,61766588,Spleen red pulp macrophages,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760586,GSM1546001,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546001,Spleen red pulp macrophages,SRP049941,C57BL/6,Spleen,Abcam
SRR1653884,ChIP-Seq,65,891356375,PRJNA267541,SAMN03196743,746495424,Peritoneal cavity macrophages with CD45.1 mark,GEO,none (whole cell extract),public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760588,GSM1546003,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546003,Peritoneal cavity macrophages with CD45.1 mark,SRP049941,C57BL/6,Peritoneal cavity,
SRR1653886,ChIP-Seq,65,568183330,PRJNA267541,SAMN03196803,477255078,Kupffer cells with CD45.1 mark,GEO,none (whole cell extract),public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760590,GSM1546005,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546005,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Liver,
SRR1653888,ChIP-Seq,65,516944480,PRJNA267541,SAMN03196742,436332587,Peritoneal cavity macrophages with CD45.1 mark,GEO,anti-H3K4me1,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX760592,GSM1546007,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546007,Peritoneal cavity macrophages with CD45.1 mark,SRP049941,C57BL/6,Peritoneal cavity,
SRR1653890,ChIP-Seq,65,467066145,PRJNA267541,SAMN03196797,396735760,Peritoneal cavity macrophages with CD45.1 mark,GEO,anti-H3K4me2,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760593,GSM1546008,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546008,Peritoneal cavity macrophages with CD45.1 mark,SRP049941,C57BL/6,Peritoneal cavity,Abcam
SRR1653892,ChIP-Seq,65,324905490,PRJNA267541,SAMN03196751,275372243,Peritoneal cavity macrophages with CD45.1 mark,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760594,GSM1546009,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546009,Peritoneal cavity macrophages with CD45.1 mark,SRP049941,C57BL/6,Peritoneal cavity,Abcam
SRR1653897,ChIP-Seq,65,407476225,PRJNA267541,SAMN03196776,346652643,Spleen red pulp macrophages with CD45.1 mark,GEO,anti-H3K4me2,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760596,GSM1546011,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546011,Spleen red pulp macrophages with CD45.1 mark,SRP049941,C57BL/6,Spleen,Abcam
SRR1653899,ChIP-Seq,65,235811420,PRJNA267541,SAMN03196807,198544706,Spleen red pulp macrophages with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX760597,GSM1546012,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546012,Spleen red pulp macrophages with CD45.1 mark,SRP049941,C57BL/6,Spleen,Abcam
SRR1653901,ChIP-Seq,65,750292270,PRJNA267541,SAMN03196839,633711385,Kupffer cells with CD45.1 mark,GEO,anti-H3K4me1,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760598,GSM1546013,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546013,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Liver,
SRR1653903,ChIP-Seq,65,503287200,PRJNA267541,SAMN03196747,424027345,Kupffer cells with CD45.1 mark,GEO,anti-H3K4me2,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760599,GSM1546014,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546014,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Liver,Abcam
SRR1653904,ChIP-Seq,65,300417845,PRJNA267541,SAMN03196790,254073702,Kupffer cells with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760600,GSM1546015,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546015,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Liver,Abcam
SRR1653905,ChIP-Seq,65,299999700,PRJNA267541,SAMN03196790,254047355,Kupffer cells with CD45.1 mark,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760600,GSM1546015,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546015,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Liver,Abcam
SRR1653907,ChIP-Seq,65,226622695,PRJNA267541,SAMN03196817,191263895,Lung macrophages with CD45.1 mark,GEO,anti-H3K4me1,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX760601,GSM1546016,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546016,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,
SRR1653909,ChIP-Seq,65,155072905,PRJNA267541,SAMN03196835,130895247,Lung macrophages with CD45.1 mark,GEO,anti-H3K4me2,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760602,GSM1546017,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546017,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653911,ChIP-Seq,65,312076505,PRJNA267541,SAMN03196806,264347016,Lung macrophages with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX760603,GSM1546018,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546018,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653913,ChIP-Seq,65,504140195,PRJNA267541,SAMN03196766,424298464,Lung macrophages with CD45.1 mark,GEO,anti-H3K4me2,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760605,GSM1546020,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546020,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653915,ChIP-Seq,65,521196325,PRJNA267541,SAMN03196744,440788415,Peritoneal cavity macrophages with CD45.1 mark,GEO,anti-H3K4me1,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760607,GSM1546022,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546022,Peritoneal cavity macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,
SRR1653917,ChIP-Seq,65,381153435,PRJNA267541,SAMN03196771,322815756,Peritoneal cavity macrophages with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760609,GSM1546024,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546024,Peritoneal cavity macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653919,ChIP-Seq,65,694546255,PRJNA267541,SAMN03196765,586838335,Spleen red pulp macrophages with CD45.1 mark,GEO,anti-H3K4me2,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX760611,GSM1546026,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546026,Spleen red pulp macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653920,ChIP-Seq,65,665983045,PRJNA267541,SAMN03196785,564109987,Spleen red pulp macrophages with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX760612,GSM1546027,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546027,Spleen red pulp macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653921,ChIP-Seq,65,784337775,PRJNA267541,SAMN03196749,660619508,Kupffer cells with CD45.1 mark,GEO,anti-H3K4me1,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760613,GSM1546028,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546028,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Lung,
